-9.956055879592895508e-02,7.764819078147411346e-03,-2.006757259368896484e-01,-2.071999460458755493e-01,-1.452040970325469971e-01,7.750030141323804855e-03,-1.084480434656143188e-01,-1.500295251607894897e-01,-4.974875599145889282e-02,-7.097958587110042572e-03
-1.162640098482370377e-02,-1.162389293313026428e-02,-6.337655335664749146e-02,-3.080535307526588440e-02,-8.913263678550720215e-02,-5.207148566842079163e-02,-4.754305630922317505e-02,-7.248286902904510498e-02,-1.846731454133987427e-01,-1.627683266997337341e-02
-2.735954709351062775e-02,-1.603363454341888428e-02,-7.743851095438003540e-02,-5.091235414147377014e-02,-1.597877778112888336e-02,-2.913904003798961639e-02,-1.628011465072631836e-01,-1.390098780393600464e-01,-3.466370701789855957e-02,-9.482074528932571411e-02
-3.244898095726966858e-02,-2.158858925104141235e-01,-4.829283058643341064e-02,-3.791373968124389648e-02,-1.035132259130477905e-01,-1.719193905591964722e-01,-1.117905527353286743e-01,-7.352288067340850830e-02,-5.220134183764457703e-02,-3.254807367920875549e-02
-8.271580561995506287e-03,-1.663372665643692017e-01,-1.536336094141006470e-01,-1.696601659059524536e-01,-8.117044344544410706e-03,-2.028229087591171265e-01,-1.899652332067489624e-01,-8.372838795185089111e-02,-5.798612162470817566e-02,-1.496819257736206055e-01
-1.481342017650604248e-01,-2.305555194616317749e-01,-3.708622977137565613e-02,-1.402741968631744385e-01,-1.561122387647628784e-01,-3.607932105660438538e-02,-7.038399577140808105e-02,-6.590640544891357422e-02,-8.873989433050155640e-02,-8.619295805692672729e-02
-2.359266765415668488e-02,-2.337085828185081482e-02,-1.395478248596191406e-01,-1.555165201425552368e-01,-2.316968888044357300e-02,-2.440331503748893738e-02,-4.118043929338455200e-02,-1.953839957714080811e-01,-4.268059507012367249e-02,-7.651083916425704956e-02
-6.955008953809738159e-02,-8.155386149883270264e-02,-1.028539389371871948e-01,-4.329508915543556213e-02,-5.740637704730033875e-02,-3.944881632924079895e-02,-1.427663415670394897e-01,-8.614079654216766357e-02,-9.559197723865509033e-02,-2.288510650396347046e-01
-1.404123306274414062e-01,-4.085418209433555603e-02,-6.591998785734176636e-02,-2.459616027772426605e-02,7.026581559330224991e-03,6.274350918829441071e-03,-6.492286175489425659e-02,-1.226187720894813538e-01,-8.716446161270141602e-02,-1.200373023748397827e-01
-6.729319691658020020e-02,-9.214416146278381348e-03,-1.037853285670280457e-01,-9.218516945838928223e-02,-4.974428191781044006e-02,-7.812997326254844666e-03,-1.929889321327209473e-01,-6.850904971361160278e-02,-8.114445954561233521e-02,-2.117459475994110107e-01
-1.840451173484325409e-02,-8.478834293782711029e-03,-8.463616482913494110e-03,-1.213292777538299561e-01,-4.894241318106651306e-02,-4.576965421438217163e-02,-7.982127368450164795e-02,-5.948455259203910828e-02,-8.354938775300979614e-02,-1.855242699384689331e-01
-7.424004375934600830e-02,-1.035004928708076477e-01,-2.634423086419701576e-03,-2.505529858171939850e-02,-2.626117551699280739e-03,-9.021820127964019775e-02,-7.954142987728118896e-02,-4.269234463572502136e-02,-8.722642064094543457e-02,-2.685587853193283081e-03
-2.072586677968502045e-02,-1.296696625649929047e-02,-1.637036539614200592e-02,-6.329202651977539062e-02,-1.337552070617675781e-02,-1.017019450664520264e-01,-4.493637382984161377e-02,-2.003167755901813507e-02,-1.129118055105209351e-01,-9.927210211753845215e-02
-1.721871197223663330e-01,-5.120165273547172546e-02,-4.897710680961608887e-02,-5.735562369227409363e-02,-2.364677488803863525e-01,-3.182014077901840210e-02,-1.087047085165977478e-01,-2.185521833598613739e-02,-5.842408910393714905e-02,-2.108768746256828308e-02
-1.037952899932861328e-01,-9.594091027975082397e-02,-1.586758047342300415e-01,-2.164576649665832520e-01,-1.700250618159770966e-02,-1.497827284038066864e-02,-2.195285260677337646e-01,-7.405878603458404541e-02,-1.547170132398605347e-01,-1.645642705261707306e-02
-2.212663739919662476e-02,6.396115291863679886e-03,-1.459802407771348953e-02,-8.432628214359283447e-02,2.910116454586386681e-03,-5.805844068527221680e-02,6.191848777234554291e-03,-1.302541345357894897e-01,6.393704097718000412e-03,-5.042732879519462585e-02
